order_id,quantity,item_name,choice_description,item_price,price_num,price_range
790,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
790,1,Canned Soda,[Diet Coke],$1.09 ,1.09,cheap
791,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
791,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
791,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
791,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
791,1,Chips,Pending,$2.15 ,2.15,cheap
792,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
792,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",$8.75 ,8.75,moderate
792,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
792,1,Chips and Roasted Chili Corn Salsa,Pending,$2.95 ,2.95,cheap
793,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Guacamole]]",$11.75 ,11.75,pricey
793,1,Bottled Water,Pending,$1.50 ,1.5,cheap
794,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
794,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
794,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
795,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, Lettuce]",$8.75 ,8.75,moderate
795,1,Chips,Pending,$2.15 ,2.15,cheap
795,1,Barbacoa Bowl,[Tomatillo Red Chili Salsa],$9.25 ,9.25,moderate
796,1,Bottled Water,Pending,$1.50 ,1.5,cheap
796,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
796,1,Chips,Pending,$2.15 ,2.15,cheap
797,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
797,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
798,1,6 Pack Soft Drink,[Diet Coke],$6.49 ,6.49,moderate
798,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
798,2,Chips and Guacamole,Pending,$8.90 ,8.9,moderate
799,1,Steak Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Sour Cream]]",$8.99 ,8.99,moderate
799,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
800,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$17.50 ,17.5,pricey
801,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
801,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
802,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
803,1,Barbacoa Soft Tacos,"[Fresh Tomato Salsa, [Black Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
803,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
803,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
803,2,Bottled Water,Pending,$3.00 ,3.0,cheap
804,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
804,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
805,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
805,1,Chips and Tomatillo Red Chili Salsa,Pending,$2.95 ,2.95,cheap
805,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
806,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Guacamole]]",$11.25 ,11.25,pricey
806,1,Chips,Pending,$2.15 ,2.15,cheap
806,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
806,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
806,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
807,1,Chips and Tomatillo Red Chili Salsa,Pending,$2.95 ,2.95,cheap
807,1,Carnitas Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Lettuce]]",$9.25 ,9.25,moderate
807,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
807,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
808,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 ,8.75,moderate
808,1,Chips and Tomatillo Red Chili Salsa,Pending,$2.95 ,2.95,cheap
808,1,Canned Soft Drink,[Sprite],$1.25 ,1.25,cheap
809,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
809,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
810,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Guacamole, Lettuce]]",$11.48 ,11.48,pricey
810,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Guacamole, Lettuce]]",$11.48 ,11.48,pricey
811,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
811,1,Chips and Tomatillo-Red Chili Salsa,Pending,$2.39 ,2.39,cheap
812,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
812,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 ,11.75,pricey
812,1,Chips,Pending,$2.15 ,2.15,cheap
813,1,Bottled Water,Pending,$1.50 ,1.5,cheap
813,1,Chips,Pending,$2.15 ,2.15,cheap
813,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
814,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
814,2,Chips and Guacamole,Pending,$8.90 ,8.9,moderate
814,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
815,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
815,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
816,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
816,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
816,1,Steak Crispy Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 ,9.25,moderate
816,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
817,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
817,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
817,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
818,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$9.25 ,9.25,moderate
818,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce]]",$8.75 ,8.75,moderate
818,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 ,11.75,pricey
818,1,Carnitas Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
818,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$8.75 ,8.75,moderate
818,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
818,2,Chips and Guacamole,Pending,$8.90 ,8.9,moderate
818,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
819,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
820,1,Veggie Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
820,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
821,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]",$10.98 ,10.98,pricey
822,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
822,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
823,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
823,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 ,17.5,pricey
823,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
824,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
824,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa (Medium), [Cheese, Sour Cream]]",$8.49 ,8.49,moderate
825,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Guacamole]]",$10.98 ,10.98,pricey
825,1,Side of Chips,Pending,$1.69 ,1.69,cheap
826,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$17.50 ,17.5,pricey
827,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
827,1,Chips and Roasted Chili-Corn Salsa,Pending,$2.39 ,2.39,cheap
828,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
828,1,Chips and Fresh Tomato Salsa,Pending,$2.39 ,2.39,cheap
829,1,Canned Soft Drink,[Sprite],$1.25 ,1.25,cheap
829,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce]]",$8.75 ,8.75,moderate
829,1,Chips and Tomatillo Red Chili Salsa,Pending,$2.95 ,2.95,cheap
830,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce, Rice]]",$11.75 ,11.75,pricey
830,1,Chicken Soft Tacos,"[Tomatillo Green Chili Salsa, [Guacamole, Sour Cream]]",$11.25 ,11.25,pricey
831,2,Chicken Burrito,"[Fresh Tomato Salsa, [Lettuce, Rice, Black Beans, Cheese]]",$17.50 ,17.5,pricey
832,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]",$8.49 ,8.49,moderate
832,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]",$8.49 ,8.49,moderate
832,1,Chips and Fresh Tomato Salsa,Pending,$2.39 ,2.39,cheap
833,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
833,1,Bottled Water,Pending,$1.50 ,1.5,cheap
834,1,Veggie Burrito,"[Fresh Tomato Salsa, [Cheese, Rice, Pinto Beans]]",$8.75 ,8.75,moderate
834,2,Bottled Water,Pending,$3.00 ,3.0,cheap
834,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
835,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",$8.75 ,8.75,moderate
835,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
836,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",$11.75 ,11.75,pricey
836,1,Barbacoa Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
836,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
837,2,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Rice, Fajita Veggies, Guacamole]]",$21.96 ,21.96,pricey
838,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
838,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
838,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
839,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
839,1,Carnitas Soft Tacos,[Tomatillo Green Chili Salsa],$9.25 ,9.25,moderate
840,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
840,1,Chips and Fresh Tomato Salsa,Pending,$2.39 ,2.39,cheap
841,1,Barbacoa Soft Tacos,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
841,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
842,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
842,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
842,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
842,1,Izze,[Clementine],$3.39 ,3.39,cheap
843,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
843,1,Bottled Water,Pending,$1.50 ,1.5,cheap
844,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
844,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
844,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
845,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
845,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
846,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 ,8.75,moderate
846,1,Bottled Water,Pending,$1.50 ,1.5,cheap
846,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$8.75 ,8.75,moderate
847,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 ,8.75,moderate
847,1,Chips,Pending,$2.15 ,2.15,cheap
847,1,Bottled Water,Pending,$1.50 ,1.5,cheap
848,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
848,1,Chips and Tomatillo Red Chili Salsa,Pending,$2.95 ,2.95,cheap
848,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans]]",$8.75 ,8.75,moderate
848,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
848,2,Chicken Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",$17.50 ,17.5,pricey
848,1,Chicken Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
849,1,6 Pack Soft Drink,[Coke],$6.49 ,6.49,moderate
849,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
849,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
850,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
850,2,Chips,Pending,$4.30 ,4.3,cheap
850,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 ,8.75,moderate
851,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
851,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
852,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
852,1,Chips and Fresh Tomato Salsa,Pending,$2.39 ,2.39,cheap
853,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Cheese, Black Beans, Lettuce]]",$9.25 ,9.25,moderate
853,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Lettuce, Cheese]]",$9.25 ,9.25,moderate
854,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
854,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
855,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
855,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
855,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
855,1,Chips,Pending,$2.15 ,2.15,cheap
856,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
856,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
857,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 ,8.75,moderate
857,1,Chips,Pending,$2.15 ,2.15,cheap
857,1,Bottled Water,Pending,$1.50 ,1.5,cheap
858,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 ,9.25,moderate
858,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
859,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Guacamole]]",$10.98 ,10.98,pricey
859,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), Black Beans]",$8.99 ,8.99,moderate
859,2,Canned Soda,[Diet Coke],$2.18 ,2.18,cheap
860,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
860,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
860,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
861,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
861,1,Chips and Roasted Chili-Corn Salsa,Pending,$2.39 ,2.39,cheap
862,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
862,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
863,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]",$10.98 ,10.98,pricey
864,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 ,11.75,pricey
864,1,Bottled Water,Pending,$1.50 ,1.5,cheap
865,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Guacamole, Rice, Black Beans, Cheese, Sour Cream]]",$10.98 ,10.98,pricey
866,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
866,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
866,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
867,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
867,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
868,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
868,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",$8.49 ,8.49,moderate
868,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
868,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",$8.99 ,8.99,moderate
869,1,Veggie Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",$11.25 ,11.25,pricey
869,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
870,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
871,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
872,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
872,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
872,1,Nantucket Nectar,[Pineapple Orange Banana],$3.39 ,3.39,cheap
873,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 ,8.75,moderate
873,1,Canned Soft Drink,[Sprite],$1.25 ,1.25,cheap
873,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
874,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
874,1,Bottled Water,Pending,$1.50 ,1.5,cheap
875,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Cheese, Guacamole]]",$10.98 ,10.98,pricey
875,1,Side of Chips,Pending,$1.69 ,1.69,cheap
876,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
876,1,Chicken Burrito,[Roasted Chili Corn Salsa],$8.75 ,8.75,moderate
877,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce]]",$8.75 ,8.75,moderate
877,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
878,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 ,8.75,moderate
878,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
879,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
879,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
879,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",$11.25 ,11.25,pricey
879,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
880,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
880,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
880,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
881,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
